read_name	gene_name	./inst/extdata/mapping2apd bam	./inst/extdata/mapping2cox.bam	./inst/extdata/mapping2dbb.bam	./inst/extdata/mapping2mann.bam	./inst/extdata/mapping2mcf.bam	./inst/extdata/mapping2pgf.bam	./inst/extdata/mapping2qbl.bam	./inst/extdata/mapping2ssto.bam
WTCHG_18627:2:102:12334:5045	HLA-B	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:102:12437:2197	HLA-B	NA	0	NA	1	2	1	2	1
WTCHG_18627:2:102:12542:7491	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:12603:8635	HLA-B	NA	0	NA	1	3	0	3	1
WTCHG_18627:2:102:12681:7167	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:12734:3375	HLA-B	NA	0	NA	4	3	2	3	NA
WTCHG_18627:2:102:12756:3970	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:102:12822:4589	HLA-B	NA	1	NA	1	2	NA	2	NA
WTCHG_18627:2:102:13161:18987	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:13363:19056	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:13390:13018	HLA-B	NA	1	NA	1	NA	1	NA	1
WTCHG_18627:2:102:13466:14630	HLA-B	NA	2	NA	3	3	1	3	3
WTCHG_18627:2:102:13669:18540	HLA-B	NA	1	NA	NA	3	1	NA	NA
WTCHG_18627:2:102:13694:3909	HLA-B	NA	1	NA	NA	2	1	NA	NA
WTCHG_18627:2:102:13906:4598	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:13949:13501	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:102:13968:11883	HLA-B	NA	0	NA	NA	1	NA	NA	NA
WTCHG_18627:2:102:13991:5007	HLA-B	NA	1	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:13999:10479	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:102:14147:12353	HLA-B	NA	1	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:14250:2750	HLA-B	NA	0	NA	NA	NA	NA	2	NA
WTCHG_18627:2:102:14405:10010	HLA-B	NA	1	NA	2	3	0	3	2
WTCHG_18627:2:102:14511:11841	HLA-B	NA	1	NA	2	3	1	3	2
WTCHG_18627:2:102:1464:13398	HLA-B	NA	1	NA	2	3	0	3	2
WTCHG_18627:2:102:14673:17261	HLA-B	NA	1	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:1483:20079	HLA-B	NA	0	NA	2	1	0	NA	2
WTCHG_18627:2:102:14870:8992	HLA-B	NA	1	NA	NA	2	0	NA	NA
WTCHG_18627:2:102:15004:9874	HLA-B	NA	1	NA	NA	2	2	NA	NA
WTCHG_18627:2:102:15074:1907	HLA-B	NA	0	NA	0	1	1	1	0
WTCHG_18627:2:102:15079:8999	HLA-B	NA	0	NA	NA	0	NA	0	NA
WTCHG_18627:2:102:15158:16820	HLA-B	NA	0	NA	0	1	0	1	0
WTCHG_18627:2:102:15186:1173	HLA-B	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:102:15351:10663	HLA-B	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:102:1548:11466	HLA-B	NA	0	NA	0	1	1	1	0
WTCHG_18627:2:102:15546:12381	HLA-B	NA	0	NA	0	1	0	1	0
WTCHG_18627:2:102:15817:15179	HLA-B	NA	0	NA	0	1	NA	1	NA
WTCHG_18627:2:102:15931:5675	HLA-B	NA	0	NA	1	2	1	2	1
WTCHG_18627:2:102:15941:2246	HLA-B	NA	0	NA	0	1	0	1	0
WTCHG_18627:2:102:15948:7161	HLA-B	NA	0	NA	NA	2	0	2	NA
WTCHG_18627:2:102:15962:11417	HLA-B	NA	0	NA	0	1	0	NA	0
WTCHG_18627:2:102:16083:10876	HLA-B	NA	3	NA	NA	NA	3	3	NA
WTCHG_18627:2:102:16103:13790	HLA-B	NA	0	NA	0	2	1	2	0
WTCHG_18627:2:102:16264:1733	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:102:16293:12891	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:16301:11565	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:16325:12476	HLA-B	NA	0	NA	NA	3	0	3	NA
WTCHG_18627:2:102:16674:3583	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:16817:13848	HLA-B	NA	0	NA	0	0	1	0	0
WTCHG_18627:2:102:17028:14902	HLA-B	NA	1	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:1712:17842	HLA-B	NA	0	NA	NA	2	NA	2	NA
WTCHG_18627:2:102:17284:5308	HLA-B	NA	0	NA	NA	1	0	1	NA
WTCHG_18627:2:102:17299:15237	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:17352:11266	HLA-B	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:102:17481:19147	HLA-B	NA	0	NA	1	2	1	2	1
WTCHG_18627:2:102:17483:19998	HLA-B	NA	0	NA	2	2	2	2	2
WTCHG_18627:2:102:17515:15826	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:17533:8234	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:102:17628:17578	HLA-B	NA	0	NA	NA	3	0	3	NA
WTCHG_18627:2:102:17859:7020	HLA-B	NA	0	NA	NA	NA	NA	3	NA
WTCHG_18627:2:102:1789:13327	HLA-B	NA	2	NA	NA	3	2	NA	NA
WTCHG_18627:2:102:17914:7984	HLA-B	NA	0	NA	NA	2	0	2	NA
WTCHG_18627:2:102:17964:18838	HLA-B	NA	1	NA	2	3	0	3	2
WTCHG_18627:2:102:1797:6604	HLA-B	NA	0	NA	0	1	0	1	0
WTCHG_18627:2:102:18035:20145	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:18132:16042	HLA-B	NA	1	NA	NA	2	1	NA	NA
WTCHG_18627:2:102:18197:12904	HLA-B	NA	2	NA	NA	NA	3	NA	NA
WTCHG_18627:2:102:18317:2286	HLA-B	NA	NA	NA	NA	NA	2	NA	NA
WTCHG_18627:2:102:18646:18071	HLA-B	NA	1	NA	NA	2	1	NA	NA
WTCHG_18627:2:102:18671:14536	HLA-B	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:102:18837:13155	HLA-B	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:102:18847:12924	HLA-B	NA	0	NA	1	2	1	2	1
WTCHG_18627:2:102:18949:16382	HLA-B	NA	2	NA	3	NA	NA	NA	3
WTCHG_18627:2:102:19128:17690	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:102:19184:12603	HLA-B	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:102:19433:15092	HLA-B	NA	1	NA	NA	2	1	NA	NA
WTCHG_18627:2:102:19658:10002	HLA-B	NA	1	NA	NA	2	1	NA	NA
WTCHG_18627:2:102:2789:7240	HLA-B	NA	1	NA	NA	4	NA	NA	NA
WTCHG_18627:2:102:2795:11453	HLA-B	NA	0	NA	NA	NA	0	0	NA
WTCHG_18627:2:100:10207:3837	HLA-C	NA	NA	NA	NA	3	0	NA	NA
WTCHG_18627:2:100:10399:3851	HLA-C	NA	1	1	1	1	1	1	1
WTCHG_18627:2:100:10655:1677	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:10800:10293	HLA-C	NA	0	2	NA	2	0	2	2
WTCHG_18627:2:100:10898:17575	HLA-C	NA	3	NA	NA	NA	3	NA	NA
WTCHG_18627:2:100:10952:18595	HLA-C	NA	0	1	2	1	0	1	1
WTCHG_18627:2:100:11005:20334	HLA-C	NA	0	1	2	1	0	1	1
WTCHG_18627:2:100:11021:10564	HLA-C	NA	0	NA	NA	3	0	NA	NA
WTCHG_18627:2:100:11120:19104	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:11136:10095	HLA-C	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:100:11327:11683	HLA-C	NA	2	NA	NA	NA	1	NA	NA
WTCHG_18627:2:100:1163:18909	HLA-C	NA	0	1	2	2	0	1	1
WTCHG_18627:2:100:1168:16810	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:11851:20923	HLA-C	NA	0	4	4	4	1	NA	NA
WTCHG_18627:2:100:11861:18725	HLA-C	NA	0	0	0	0	0	1	1
WTCHG_18627:2:100:11879:12508	HLA-C	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:100:11890:6027	HLA-C	NA	0	NA	NA	NA	1	NA	2
WTCHG_18627:2:100:12146:11013	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:12175:20664	HLA-C	NA	0	NA	NA	NA	1	NA	NA
WTCHG_18627:2:100:12211:10260	HLA-C	NA	1	2	2	2	1	2	2
WTCHG_18627:2:100:12397:7368	HLA-C	NA	0	2	2	2	0	2	2
WTCHG_18627:2:100:12409:17427	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:1278:7315	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:1297:21008	HLA-C	NA	1	NA	4	NA	1	NA	NA
WTCHG_18627:2:100:12987:11119	HLA-C	NA	2	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:1328:16980	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:13627:9099	HLA-C	NA	0	NA	NA	NA	1	NA	NA
WTCHG_18627:2:100:13756:9212	HLA-C	NA	1	NA	NA	3	1	NA	NA
WTCHG_18627:2:100:13787:17040	HLA-C	NA	1	4	3	NA	1	NA	NA
WTCHG_18627:2:100:13788:5545	HLA-C	NA	0	3	3	3	1	3	3
WTCHG_18627:2:100:13847:6896	HLA-C	NA	1	4	3	NA	0	NA	NA
WTCHG_18627:2:100:14283:5369	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:100:14312:3509	HLA-C	NA	2	NA	NA	NA	2	NA	NA
WTCHG_18627:2:100:1434:4763	HLA-C	NA	1	2	3	3	1	2	2
WTCHG_18627:2:100:14373:12170	HLA-C	NA	0	3	3	NA	0	4	4
WTCHG_18627:2:100:14735:17420	HLA-C	NA	0	3	NA	NA	1	NA	NA
WTCHG_18627:2:100:15096:1566	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:15107:9880	HLA-C	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:100:15591:12837	HLA-C	NA	1	NA	NA	NA	2	NA	NA
WTCHG_18627:2:100:15594:20049	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:15718:3131	HLA-C	NA	0	1	NA	2	0	NA	1
WTCHG_18627:2:100:15870:7373	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:100:16002:4641	HLA-C	NA	0	1	1	2	0	1	1
WTCHG_18627:2:100:16284:3708	HLA-C	NA	0	1	NA	2	0	NA	1
WTCHG_18627:2:100:16586:20999	HLA-C	NA	1	NA	NA	4	NA	NA	NA
WTCHG_18627:2:100:16708:20745	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:16954:19032	HLA-C	NA	0	3	2	3	0	NA	NA
WTCHG_18627:2:100:17201:6610	HLA-C	NA	0	3	4	NA	1	NA	NA
WTCHG_18627:2:100:17235:4258	HLA-C	NA	1	4	NA	NA	0	NA	NA
WTCHG_18627:2:100:17690:6779	HLA-C	NA	2	3	3	3	2	3	3
WTCHG_18627:2:100:17733:13098	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:17762:4995	HLA-C	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:100:17793:4608	HLA-C	NA	1	4	NA	NA	0	NA	NA
WTCHG_18627:2:100:17897:5559	HLA-C	NA	1	2	NA	2	1	NA	2
WTCHG_18627:2:100:18080:6561	HLA-C	NA	0	1	NA	1	0	NA	1
WTCHG_18627:2:100:18263:11802	HLA-C	NA	0	NA	NA	NA	1	NA	NA
WTCHG_18627:2:100:18289:12692	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:18409:2868	HLA-C	NA	0	NA	NA	NA	1	NA	NA
WTCHG_18627:2:100:18455:9576	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:18654:16752	HLA-C	NA	1	2	2	2	1	2	2
WTCHG_18627:2:100:18937:11880	HLA-C	NA	0	1	2	1	0	1	1
WTCHG_18627:2:100:19040:12167	HLA-C	NA	1	2	2	2	1	NA	2
WTCHG_18627:2:100:19104:18243	HLA-C	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:19266:14734	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:19269:11049	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:2174:16875	HLA-C	NA	1	2	NA	2	1	NA	2
WTCHG_18627:2:100:2231:13168	HLA-C	NA	0	3	4	4	1	4	4
WTCHG_18627:2:100:2257:2911	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:2349:12763	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:2351:8739	HLA-C	NA	0	3	NA	NA	1	NA	NA
WTCHG_18627:2:100:2433:1054	HLA-C	NA	1	2	NA	2	1	NA	2
WTCHG_18627:2:100:2532:15969	HLA-C	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:2657:13333	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:2994:1529	HLA-C	NA	1	NA	NA	NA	2	NA	NA
WTCHG_18627:2:100:3061:17198	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:3113:4953	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:100:3294:8051	HLA-C	NA	1	2	2	2	0	2	2
WTCHG_18627:2:100:3464:1858	HLA-C	NA	0	2	2	3	1	NA	NA
WTCHG_18627:2:100:3945:9124	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:3971:1606	HLA-C	NA	2	NA	NA	NA	2	NA	NA
WTCHG_18627:2:100:4029:18290	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:4087:14568	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:4153:15140	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:4241:11705	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:100:4520:12213	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:100:4521:15880	HLA-C	NA	1	1	1	1	1	NA	2
WTCHG_18627:2:100:4657:16674	HLA-C	NA	1	2	NA	2	1	NA	2
WTCHG_18627:2:100:4870:9278	HLA-C	NA	0	4	NA	NA	0	NA	NA
WTCHG_18627:2:100:5040:12852	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:5239:8561	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:6138:13292	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:6615:20566	HLA-C	NA	0	1	NA	1	0	NA	1
WTCHG_18627:2:100:6621:2741	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:6700:7360	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:6894:7101	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:6991:12191	HLA-C	NA	1	2	NA	2	1	2	2
WTCHG_18627:2:100:7129:21206	HLA-C	NA	2	NA	NA	NA	2	NA	NA
WTCHG_18627:2:100:7214:12514	HLA-C	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:7375:4919	HLA-C	NA	2	3	3	NA	2	3	3
WTCHG_18627:2:100:7588:11599	HLA-C	NA	0	NA	NA	NA	1	NA	NA
WTCHG_18627:2:100:8111:11346	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:8126:13594	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:8138:2295	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:8150:10951	HLA-C	NA	1	3	4	4	2	4	4
WTCHG_18627:2:100:8227:9165	HLA-C	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:100:8249:11163	HLA-C	NA	1	4	NA	NA	1	4	4
WTCHG_18627:2:100:8316:3722	HLA-C	NA	1	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:8330:20302	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:8454:3306	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:8456:7210	HLA-C	NA	0	4	4	4	0	4	4
WTCHG_18627:2:100:8708:19798	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:100:8764:8541	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:9204:17734	HLA-C	NA	1	2	NA	NA	1	NA	2
WTCHG_18627:2:100:9487:19566	HLA-C	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:9642:19137	HLA-C	NA	0	1	2	2	0	1	1
WTCHG_18627:2:100:9648:10632	HLA-C	NA	1	2	3	NA	1	NA	4
WTCHG_18627:2:100:9692:11468	HLA-C	NA	0	NA	NA	NA	1	NA	NA
WTCHG_18627:2:100:9848:8626	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:101:10252:18944	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:101:10311:7879	HLA-C	NA	0	1	2	1	0	1	1
WTCHG_18627:2:101:10601:5942	HLA-C	NA	NA	NA	NA	3	0	NA	NA
WTCHG_18627:2:101:10729:17177	HLA-C	NA	0	1	1	2	0	1	1
WTCHG_18627:2:101:10946:18058	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:11319:18267	HLA-C	NA	1	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:11349:1952	HLA-C	NA	1	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:11404:10769	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:1145:21113	HLA-C	NA	0	1	NA	1	0	NA	1
WTCHG_18627:2:101:11505:14167	HLA-C	NA	0	2	NA	NA	0	NA	NA
WTCHG_18627:2:101:11661:13872	HLA-C	NA	2	NA	NA	NA	1	NA	NA
WTCHG_18627:2:101:11988:14755	HLA-C	NA	1	2	2	2	1	2	2
WTCHG_18627:2:101:12384:21250	HLA-C	NA	1	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:12511:17068	HLA-C	NA	2	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:12680:4413	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:12731:5442	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:101:12924:12273	HLA-C	NA	1	1	1	1	1	2	2
WTCHG_18627:2:101:13454:19495	HLA-C	NA	0	2	2	2	0	2	2
WTCHG_18627:2:101:13488:16672	HLA-C	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:13531:14102	HLA-C	NA	0	1	2	1	0	1	1
WTCHG_18627:2:101:13655:7443	HLA-C	NA	0	1	NA	2	0	NA	1
WTCHG_18627:2:101:13907:19242	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:14051:9786	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:1407:13739	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:14346:18109	HLA-C	NA	0	1	2	2	0	1	1
WTCHG_18627:2:101:14910:8035	HLA-C	NA	1	2	NA	3	1	NA	2
WTCHG_18627:2:101:14926:17072	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:14971:14297	HLA-C	NA	0	NA	NA	NA	1	NA	NA
WTCHG_18627:2:101:15017:15614	HLA-C	NA	0	1	1	NA	0	NA	NA
WTCHG_18627:2:101:15070:16475	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:15161:3003	HLA-C	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:101:15265:14166	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:15357:10939	HLA-C	NA	1	3	NA	NA	0	NA	NA
WTCHG_18627:2:101:15360:10426	HLA-C	NA	1	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:15524:8028	HLA-C	NA	1	2	2	2	1	2	2
WTCHG_18627:2:101:15593:5394	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:1564:18047	HLA-C	NA	0	NA	NA	2	NA	NA	NA
WTCHG_18627:2:101:15670:14176	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:15726:7635	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:15753:18826	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:15757:19156	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:15781:13494	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:15908:9542	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:15914:19714	HLA-C	NA	0	1	2	1	0	1	1
WTCHG_18627:2:101:16062:13919	HLA-C	NA	0	NA	NA	2	NA	NA	NA
WTCHG_18627:2:101:16106:3344	HLA-C	NA	0	1	1	2	0	1	1
WTCHG_18627:2:101:1612:21046	HLA-C	NA	0	0	0	1	0	0	0
WTCHG_18627:2:101:16136:12633	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:16199:1100	HLA-C	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:16251:12140	HLA-C	NA	1	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:1626:11409	HLA-C	NA	0	3	2	3	0	NA	NA
WTCHG_18627:2:101:1630:8531	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:16362:10305	HLA-C	NA	1	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:16734:14977	HLA-C	NA	2	NA	NA	NA	1	NA	NA
WTCHG_18627:2:101:1674:4381	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:16911:9894	HLA-C	NA	0	2	NA	2	0	2	2
WTCHG_18627:2:101:1729:18974	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:17378:12924	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:17640:11409	HLA-C	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:101:17681:9890	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:17733:7425	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:17925:13797	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:17952:2017	HLA-C	NA	1	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:18054:19693	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:18276:12707	HLA-C	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:18494:16100	HLA-C	NA	NA	NA	NA	NA	2	NA	NA
WTCHG_18627:2:101:18569:12812	HLA-C	NA	1	2	3	2	1	2	2
WTCHG_18627:2:101:18692:15009	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:18707:3995	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:18717:18462	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:19057:5081	HLA-C	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:19120:10804	HLA-C	NA	2	NA	NA	NA	3	NA	NA
WTCHG_18627:2:101:19219:1817	HLA-C	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:101:19635:19292	HLA-C	NA	2	NA	NA	NA	2	NA	NA
WTCHG_18627:2:101:2207:1907	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:101:2294:17953	HLA-C	NA	2	3	3	3	2	NA	3
WTCHG_18627:2:101:2378:18628	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:2391:12698	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:101:2596:3460	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:2679:16937	HLA-C	NA	0	1	2	2	0	1	1
WTCHG_18627:2:101:2883:12782	HLA-C	NA	0	3	3	NA	0	3	3
WTCHG_18627:2:101:2901:6887	HLA-C	NA	0	1	NA	2	NA	1	1
WTCHG_18627:2:101:2952:9519	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:3059:15443	HLA-C	NA	0	0	2	NA	0	2	2
WTCHG_18627:2:101:3212:21238	HLA-C	NA	0	2	NA	NA	0	NA	NA
WTCHG_18627:2:101:3396:6916	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:3499:16799	HLA-C	NA	0	1	3	NA	1	2	2
WTCHG_18627:2:101:3836:21142	HLA-C	NA	NA	2	NA	NA	2	3	NA
WTCHG_18627:2:101:3903:13991	HLA-C	NA	2	2	2	1	1	2	2
WTCHG_18627:2:101:4061:17402	HLA-C	NA	0	2	3	NA	0	2	2
WTCHG_18627:2:101:4137:16956	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:101:4176:4575	HLA-C	NA	0	NA	NA	3	0	NA	NA
WTCHG_18627:2:101:4284:16615	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:4643:18769	HLA-C	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:101:4940:9452	HLA-C	NA	2	NA	NA	NA	1	NA	NA
WTCHG_18627:2:101:4990:3178	HLA-C	NA	0	1	2	1	0	NA	1
WTCHG_18627:2:101:5090:19523	HLA-C	NA	0	1	1	2	0	1	1
WTCHG_18627:2:101:5135:20243	HLA-C	NA	0	NA	NA	NA	1	NA	NA
WTCHG_18627:2:101:5605:15091	HLA-C	NA	2	2	2	3	1	NA	NA
WTCHG_18627:2:101:5607:12665	HLA-C	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:5665:13372	HLA-C	NA	0	1	1	2	0	1	1
WTCHG_18627:2:101:5721:1290	HLA-C	NA	NA	NA	NA	NA	2	NA	NA
WTCHG_18627:2:101:5969:2897	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:101:6008:20669	HLA-C	NA	0	NA	NA	3	0	NA	NA
WTCHG_18627:2:101:6013:7148	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:6114:5699	HLA-C	NA	0	1	NA	2	NA	1	1
WTCHG_18627:2:101:6644:7922	HLA-C	NA	0	2	NA	NA	NA	NA	NA
WTCHG_18627:2:101:6674:6588	HLA-C	NA	0	NA	NA	NA	0	NA	NA
